Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
33100,1,13,10,a,b,0,4,5,e,b,18,d,f,1,71,r,7,i,1,0,b,6,a,2,b,b,3,h,a,b,10,9,b
33101,1,3,0,a,a,0,1,13,a,b,15,d,f,1,69,r,9,i,1,5,b,5,a,3,b,a,12,g,a,b,10,6,a
33102,1,17,10,a,a,0,0,15,e,b,20,c,f,0,28,g,9,b,0,11,a,2,b,3,b,a,17,b,a,b,5,18,b
33103,15,17,10,b,a,0,5,8,e,b,1,d,a,2,44,n,11,f,2,0,a,5,b,1,b,a,7,h,a,b,5,9,b
33104,2,16,5,a,a,0,0,2,a,b,3,c,c,0,44,b,22,f,0,10,b,0,b,1,b,a,16,c,a,b,10,9,a
33105,2,18,5,a,b,0,1,4,e,b,16,c,h,1,95,i,4,a,1,2,a,6,a,1,b,b,14,b,a,b,5,15,b
33106,5,7,6,b,a,0,5,16,e,b,14,d,f,0,43,j,6,f,0,0,a,6,a,1,b,a,6,f,a,b,5,9,b
33107,4,17,1,a,a,0,4,8,e,b,7,c,h,1,61,e,11,f,4,5,a,0,a,1,b,a,7,b,a,b,15,0,b
33108,11,6,5,a,a,0,4,3,c,b,24,c,f,1,94,a,6,b,1,4,a,3,a,1,b,a,13,b,a,b,15,18,b
33109,9,13,1,a,b,0,3,5,e,b,1,c,f,1,60,b,6,a,1,1,a,4,a,1,b,b,16,b,a,b,5,18,b
33110,17,18,6,c,a,0,1,6,e,b,24,d,f,1,85,r,2,i,1,0,a,2,b,1,b,a,9,f,a,b,5,15,b
33111,1,18,1,b,a,0,0,8,a,b,2,d,f,1,66,k,8,f,5,0,b,2,a,3,b,a,2,h,a,b,5,18,a
33112,2,18,0,a,a,0,1,6,e,b,11,c,a,0,42,g,7,a,0,1,a,2,a,3,b,a,8,b,a,b,10,18,b
33113,1,4,10,b,a,0,3,1,a,b,10,c,f,0,51,a,8,b,0,0,a,6,b,1,b,a,9,b,a,b,15,3,a
33114,1,17,10,a,a,0,1,0,d,b,20,d,e,6,37,n,36,i,4,3,b,6,a,1,b,a,11,h,a,b,10,18,b
33115,4,16,5,b,a,0,3,3,c,d,2,c,a,0,78,i,8,a,0,0,b,3,b,1,b,a,12,b,a,b,15,9,b
33116,5,17,10,a,a,0,3,8,e,b,12,d,h,1,85,n,10,g,1,10,a,6,a,1,b,a,21,f,a,b,5,12,a
33117,4,14,10,b,a,0,0,17,a,b,19,c,f,1,35,i,8,b,1,0,b,4,a,2,b,a,9,b,a,b,10,12,a
33118,1,16,10,a,a,0,0,5,e,b,23,d,a,1,78,k,7,g,3,5,b,3,a,1,b,a,10,f,a,b,15,18,b
33119,4,15,1,a,a,0,8,10,e,b,23,c,f,1,66,e,13,c,1,9,a,2,b,1,b,a,14,j,h,b,5,9,b
33120,1,5,10,c,a,0,3,2,e,b,17,d,f,1,50,r,7,i,1,0,a,2,a,1,b,a,9,h,a,b,0,12,b
33121,1,10,0,a,b,0,4,4,e,b,7,d,a,1,85,n,6,g,1,3,a,5,a,2,b,b,15,h,a,b,5,15,b
33122,1,1,10,a,b,0,0,16,e,b,20,d,f,1,96,k,6,i,1,8,a,3,a,1,b,b,15,f,a,b,10,3,b
33123,4,11,10,a,a,0,1,0,e,b,20,d,f,1,32,r,12,i,3,1,b,6,a,2,b,a,8,f,a,b,15,18,a
33124,1,1,10,c,a,0,0,5,c,d,24,c,a,1,30,c,9,a,3,0,b,2,b,3,b,a,3,b,a,b,10,18,b
33125,1,18,0,a,a,0,1,3,c,b,5,c,a,0,47,e,7,a,0,10,a,2,a,1,b,a,18,j,a,b,10,3,b
33126,1,6,6,b,a,0,4,14,c,b,7,d,f,0,41,k,10,f,3,0,b,5,a,2,b,a,5,h,h,b,5,18,b
33127,10,12,1,a,a,0,4,7,d,b,15,c,a,1,93,b,12,c,4,7,b,3,a,1,b,a,7,b,a,b,10,18,b
33128,8,6,6,a,a,0,4,4,a,b,7,d,a,1,16,j,8,g,3,5,a,2,a,1,b,a,9,h,a,b,5,0,a
33129,5,8,10,a,a,0,1,11,a,b,0,d,f,1,22,j,18,i,1,6,b,2,a,1,b,a,6,f,a,c,15,12,a
33130,6,18,0,a,b,0,1,1,e,b,13,c,f,1,96,i,15,f,3,1,a,2,a,1,b,a,5,j,a,b,10,9,b
33131,1,6,1,a,a,0,2,10,e,b,16,c,f,1,61,i,23,c,1,5,b,2,a,3,b,a,12,j,a,b,10,18,b
33132,3,2,6,a,a,0,1,17,e,b,0,c,f,0,43,b,8,a,4,0,a,2,a,3,b,a,6,b,a,b,15,18,b
33133,1,4,6,a,a,0,2,6,e,a,18,a,f,1,58,i,10,b,1,0,a,4,b,3,b,a,3,b,a,b,10,9,b
33134,12,21,10,a,a,0,3,8,c,b,3,d,f,0,74,k,13,i,0,10,a,2,b,3,b,a,17,f,a,b,5,9,a
33135,1,16,0,c,a,0,0,9,e,b,16,c,f,1,27,i,19,f,2,0,a,2,b,1,b,a,8,j,a,b,15,12,b
33136,9,18,1,c,b,0,2,3,e,b,0,d,f,0,95,r,11,i,0,0,a,4,b,1,b,b,10,l,a,b,5,12,b
33137,7,19,5,a,a,0,3,12,e,b,11,c,f,2,29,i,11,c,2,4,a,2,a,1,b,a,10,j,a,b,5,18,b
33138,1,21,1,d,a,0,4,0,e,b,20,e,f,1,29,k,25,f,1,5,a,4,a,2,b,a,17,l,a,b,5,9,a
33139,8,18,10,a,a,0,0,5,e,b,16,c,f,1,48,i,7,a,1,0,a,4,a,3,c,a,10,b,a,b,10,15,b
33140,2,15,5,a,a,0,5,7,e,b,17,c,b,1,61,e,11,c,3,1,b,3,a,1,b,a,7,j,a,b,15,18,b
33141,6,14,0,a,a,0,0,4,e,c,15,c,f,1,38,b,7,b,1,8,b,5,a,1,b,a,16,b,a,b,10,18,b
33142,4,16,1,d,a,0,3,1,e,b,22,c,b,0,47,b,9,a,2,1,a,2,a,3,b,a,4,b,a,b,5,18,b
33143,8,18,5,a,a,0,3,8,c,b,7,c,h,0,83,d,13,f,0,3,a,6,a,1,b,a,8,b,a,d,15,18,b
33144,1,4,6,b,a,0,2,6,e,b,10,d,a,1,80,r,10,f,1,0,b,4,b,3,b,a,4,h,a,b,5,18,b
33145,7,14,6,a,a,0,2,6,c,b,12,e,f,1,76,k,7,i,3,4,b,3,a,3,b,a,7,h,a,b,5,9,b
33146,8,16,6,c,a,0,3,1,e,b,4,c,f,1,30,e,16,c,3,0,a,5,a,1,b,a,5,j,a,b,10,0,b
33147,1,8,10,a,a,0,5,5,e,d,1,c,a,1,73,b,15,a,2,4,a,4,a,3,b,a,12,b,a,b,15,15,b
33148,1,10,0,c,a,0,0,14,d,b,10,c,g,1,61,h,25,c,3,0,b,6,b,1,b,a,11,b,b,c,15,15,b
33149,2,16,1,a,a,0,1,4,c,b,16,d,a,1,30,r,8,g,1,6,a,3,b,1,b,a,7,f,a,b,5,15,b
33150,1,4,1,a,b,0,2,6,e,b,16,c,a,1,86,b,5,a,2,3,a,5,a,2,b,b,7,b,a,b,5,15,b
33151,7,14,10,b,a,0,3,3,e,b,11,c,a,0,44,b,8,b,0,0,a,2,b,3,b,a,6,b,a,d,5,18,b
33152,4,16,0,a,b,0,1,6,e,b,16,d,a,1,80,k,8,i,1,3,b,0,a,1,b,b,15,h,a,b,10,15,b
33153,4,14,6,b,a,0,3,17,a,b,5,a,f,1,74,b,11,f,3,0,a,5,a,1,b,a,6,b,a,c,5,9,a
33154,5,12,0,a,a,0,4,17,e,b,0,e,f,0,52,n,8,i,0,4,a,3,b,1,b,a,16,f,a,b,5,15,b
33155,7,18,5,a,a,1,1,11,d,b,1,c,a,1,31,a,16,f,1,3,b,5,a,1,b,a,17,d,e,b,15,18,b
33156,1,10,6,a,a,0,4,18,a,d,7,c,f,1,91,e,18,c,1,7,a,3,b,1,b,a,13,j,a,b,10,15,a
33157,13,18,6,a,a,0,0,6,d,b,24,d,f,1,61,r,8,i,0,0,a,6,a,2,b,a,14,f,a,b,5,15,b
33158,2,5,5,a,a,0,3,4,c,b,5,c,b,0,40,b,8,a,0,1,a,4,b,1,b,a,11,d,a,b,0,15,b
33159,1,21,1,a,a,0,4,4,e,b,6,c,f,1,60,e,10,a,1,9,a,1,b,1,b,a,14,b,a,b,10,6,b
33160,1,4,0,a,b,0,1,6,e,b,14,d,a,1,74,j,8,g,3,3,a,5,a,3,b,b,9,h,a,b,10,18,b
33161,4,14,0,a,a,0,3,8,c,d,17,d,f,0,58,k,12,i,0,10,b,2,a,1,b,a,17,f,a,c,10,12,b
33162,1,20,5,c,a,0,0,9,e,b,13,c,f,1,50,i,17,c,1,0,a,6,a,1,b,a,4,j,a,b,10,9,b
33163,1,17,0,c,a,0,0,9,e,b,14,c,f,1,36,a,11,a,1,0,b,3,a,1,b,a,8,a,a,b,15,9,b
33164,22,19,5,a,a,0,1,17,a,b,4,a,a,1,17,i,12,b,1,6,b,1,a,3,b,a,12,a,a,b,5,0,a
33165,1,4,1,a,a,0,2,6,a,b,16,d,d,0,70,k,8,i,0,2,a,4,a,1,b,a,10,g,a,c,0,9,a
33166,1,19,6,c,a,0,2,9,c,b,16,c,f,1,32,i,12,c,2,0,a,3,b,1,b,a,3,j,a,b,10,12,b
33167,1,12,5,a,a,0,1,6,e,b,12,d,a,3,88,k,8,h,3,9,a,4,a,1,b,a,14,f,a,b,10,3,b
33168,4,13,0,b,a,0,0,6,a,b,4,a,a,0,40,b,8,a,0,0,a,3,a,1,b,a,9,b,a,b,15,12,a
33169,8,19,10,b,a,0,1,0,c,d,20,d,f,1,33,q,11,f,1,0,b,5,a,1,b,a,11,f,a,b,15,18,b
33170,10,12,1,a,a,0,3,13,c,b,0,d,f,1,80,r,8,i,1,3,b,6,a,3,b,a,12,f,a,b,5,6,b
33171,1,14,6,a,a,0,2,6,e,b,2,c,a,0,65,e,7,a,0,0,a,5,a,1,b,a,6,b,a,b,5,9,b
33172,10,17,6,c,b,0,4,15,e,b,5,d,f,1,77,j,6,i,2,0,a,2,a,1,b,b,15,f,a,b,5,9,b
33173,13,1,6,c,a,0,0,9,e,b,6,c,f,1,43,d,16,c,1,0,a,5,b,1,b,a,5,j,a,b,10,12,b
33174,4,13,10,a,a,0,1,6,e,b,8,c,a,2,77,i,7,a,2,1,a,5,a,1,b,a,8,b,a,b,5,18,b
33175,5,8,1,a,b,0,5,1,e,b,3,a,b,1,78,i,11,a,1,2,a,3,b,0,b,b,8,b,f,b,10,12,b
33176,4,1,6,b,a,0,0,16,a,b,16,d,f,1,47,k,6,f,2,0,a,3,b,1,b,a,6,f,a,b,5,6,a
33177,1,0,6,b,a,0,0,15,a,b,15,d,a,1,50,j,5,f,3,0,a,2,a,1,b,a,5,h,a,b,10,15,a
33178,7,19,5,a,a,0,4,8,a,b,20,c,f,2,86,i,14,f,2,7,a,2,a,1,b,a,12,a,a,b,5,3,b
33179,2,20,6,a,a,0,1,5,e,b,18,d,a,1,98,r,14,g,1,3,b,5,a,3,d,a,18,f,g,d,5,15,b
33180,5,19,6,a,a,0,2,17,a,b,15,c,f,1,34,i,6,a,3,2,b,5,a,1,b,a,9,b,a,b,5,18,a
33181,5,16,1,c,a,0,3,6,e,b,16,c,f,1,84,i,7,a,1,10,a,2,a,1,b,a,12,b,a,b,5,3,b
33182,1,14,5,a,a,0,2,5,e,b,1,d,f,1,93,j,7,i,1,10,a,4,a,1,b,a,17,h,a,b,15,18,b
33183,4,11,1,a,a,0,3,17,e,b,1,c,f,0,74,e,8,c,0,6,b,3,a,1,b,a,12,j,a,b,5,9,b
33184,8,17,0,a,a,0,0,7,a,b,20,d,f,1,47,k,9,i,1,0,a,5,a,1,b,a,3,h,a,b,5,15,a
33185,2,18,6,a,b,0,1,12,d,b,17,d,a,6,69,r,9,i,6,1,b,5,a,1,b,b,10,h,a,b,5,0,b
33186,7,17,6,b,a,0,1,5,e,b,0,d,a,1,61,r,8,f,2,0,a,4,a,1,b,a,9,f,a,b,15,15,a
33187,10,17,6,a,a,0,1,4,e,b,13,e,g,1,91,r,6,g,1,0,a,6,b,1,b,a,1,f,a,b,5,18,b
33188,4,17,10,a,a,0,3,5,e,b,2,d,c,1,55,n,10,i,2,2,a,6,b,3,b,a,10,f,a,b,10,0,a
33189,4,18,10,a,a,0,0,4,e,b,17,c,b,1,46,i,6,a,1,0,b,4,a,1,b,a,6,b,a,b,5,12,a
33190,4,10,1,b,a,0,0,3,a,b,7,d,f,0,24,n,9,f,0,0,b,4,a,1,b,a,4,f,a,b,5,3,a
33191,4,23,5,a,a,0,2,8,a,b,16,d,f,1,96,j,12,i,1,9,a,6,a,1,b,a,16,f,a,b,10,3,a
33192,2,17,1,a,a,0,1,4,e,b,5,e,a,1,73,k,7,g,1,1,a,6,b,3,b,a,4,f,a,b,10,18,b
33193,4,4,5,a,a,0,3,4,a,b,9,c,b,1,50,i,7,a,2,0,a,5,a,1,b,a,4,b,a,b,10,15,a
33194,30,21,5,a,a,0,2,11,e,b,16,d,f,1,48,k,15,i,1,3,a,6,b,3,b,a,8,f,a,b,5,18,b
33195,1,9,1,b,a,0,6,8,a,b,8,c,a,1,80,c,11,f,1,0,a,2,a,1,b,a,5,b,a,b,5,15,a
33196,3,11,10,a,a,0,2,6,e,b,16,c,a,1,96,b,10,a,1,1,a,3,b,2,b,a,17,b,a,a,15,18,b
33197,1,5,6,a,a,0,3,4,e,b,0,d,b,1,35,j,7,i,1,0,a,1,a,1,b,a,3,f,f,b,15,12,b
33198,1,12,6,a,a,0,1,8,c,b,8,d,f,1,87,j,10,i,1,9,b,2,b,4,d,a,13,g,a,b,10,18,b
33199,4,2,1,a,b,0,1,2,e,b,20,c,b,1,87,i,15,f,1,1,a,3,a,1,b,b,12,j,a,b,15,18,b
33200,1,17,1,b,a,0,5,12,c,b,0,d,a,1,28,r,11,f,2,0,a,5,a,1,b,a,3,g,a,b,10,3,b
33201,2,1,1,a,a,0,0,15,c,b,15,d,a,0,50,r,10,g,0,1,a,4,b,2,b,a,8,f,a,b,5,15,a
33202,3,10,0,a,b,0,1,5,c,b,18,f,f,1,74,r,5,i,1,8,a,4,b,1,b,b,11,h,a,b,15,9,b
33203,1,9,0,b,a,0,6,11,a,b,13,c,f,1,37,d,11,c,1,0,a,5,a,1,b,a,2,j,a,b,15,15,a
33204,4,3,1,b,a,0,2,12,a,b,16,c,g,1,50,i,18,c,1,0,b,6,b,3,d,a,3,j,e,b,15,18,a
33205,5,6,6,b,a,0,4,1,e,b,21,d,b,1,45,n,14,f,0,4,b,0,a,1,b,a,19,f,a,b,15,18,b
33206,14,9,1,a,a,0,3,3,c,b,23,c,f,1,61,b,7,a,3,6,a,2,a,1,b,a,10,b,a,b,5,9,b
33207,5,6,6,b,a,0,4,3,a,b,1,d,f,1,58,k,8,f,3,0,a,6,a,3,b,a,10,g,a,b,15,9,a
33208,1,13,10,a,a,0,1,7,d,b,5,c,f,1,63,b,17,f,3,5,a,6,a,1,b,a,9,b,a,b,5,3,a
33209,2,15,5,a,a,0,1,1,a,b,24,d,b,1,95,r,7,i,1,3,a,1,b,1,d,a,8,f,a,c,5,15,a
33210,4,18,6,b,a,0,1,12,c,b,7,c,f,0,35,d,12,c,2,0,a,6,a,1,b,a,7,j,a,b,10,3,b
33211,1,10,10,b,a,0,3,1,e,b,22,c,b,1,49,b,15,a,3,0,a,6,a,2,b,a,6,e,a,b,15,15,b
33212,10,5,0,a,a,0,3,18,a,b,16,d,f,4,27,k,14,i,6,3,b,1,a,1,b,a,10,f,a,b,15,18,a
33213,4,21,1,a,a,0,3,18,c,b,4,c,h,1,85,e,16,f,1,5,b,3,a,1,b,a,10,a,a,d,10,18,b
33214,1,15,5,b,a,0,0,11,e,b,3,c,f,1,40,i,6,c,3,0,b,6,b,1,b,a,8,j,a,b,10,0,b
33215,4,14,10,b,a,0,3,18,a,b,0,e,f,1,9,r,13,f,2,0,a,6,b,1,c,a,4,f,a,b,0,18,a
33216,2,6,6,a,b,1,4,18,e,b,1,c,h,1,82,i,10,b,1,1,a,5,a,1,b,b,10,b,a,b,5,15,b
33217,2,9,6,a,a,0,0,17,e,b,3,c,f,1,11,i,6,a,1,0,a,3,a,3,b,a,1,b,a,b,15,6,b
33218,2,7,6,a,b,0,5,7,e,b,7,d,f,1,80,r,12,i,1,7,b,6,b,1,b,b,10,f,a,b,10,18,b
33219,4,17,6,a,b,0,1,7,e,b,20,c,f,1,73,e,18,c,2,2,a,1,b,1,b,b,6,b,a,b,15,18,b
33220,5,14,1,a,a,0,0,3,d,b,20,c,f,0,27,i,6,b,2,2,b,5,a,1,b,a,12,b,a,b,5,9,a
33221,5,1,5,c,b,0,1,4,e,b,14,e,a,1,72,k,5,i,1,1,a,3,a,3,b,b,7,f,a,b,10,3,b
33222,2,6,1,a,a,0,4,2,a,b,15,d,b,1,59,k,11,i,1,1,a,2,b,1,b,a,14,f,a,b,15,12,a
33223,4,4,5,a,a,0,3,8,e,b,15,c,f,1,73,e,15,c,2,5,a,3,b,1,b,a,11,b,a,b,5,12,b
33224,4,2,1,a,b,0,0,5,e,b,23,d,a,1,76,k,8,g,1,0,b,2,a,3,b,b,13,l,a,b,15,9,b
33225,7,16,1,a,a,0,4,3,c,b,14,c,a,0,96,h,7,a,0,11,b,3,a,1,b,a,21,b,a,b,5,18,b
33226,1,6,10,c,a,0,3,4,e,b,11,c,d,1,88,d,15,b,1,0,a,3,a,1,b,a,10,j,a,b,10,3,b
33227,11,20,6,b,b,0,0,12,e,b,1,d,h,1,43,j,12,f,1,0,a,0,a,1,c,b,8,g,a,b,10,9,b
33228,10,14,6,a,b,0,6,11,e,b,17,d,f,0,93,k,6,i,0,7,b,5,a,1,c,b,17,f,a,b,5,12,b
33229,2,16,5,b,a,0,4,11,a,b,4,a,f,1,35,a,20,f,1,0,a,3,a,1,b,a,6,j,a,b,5,3,a
33230,7,12,10,a,a,0,2,14,a,b,7,d,f,1,45,r,7,i,1,7,b,3,b,3,b,a,14,h,a,b,10,18,a
33231,1,0,1,a,a,0,0,4,e,b,23,c,b,1,22,c,7,a,1,0,b,2,a,3,c,a,14,b,f,b,5,18,b
33232,4,5,0,a,a,0,0,15,e,b,17,c,a,1,36,d,12,f,1,0,b,0,a,2,b,a,14,j,a,d,15,9,b
33233,10,19,6,a,a,0,3,16,c,b,6,e,f,1,49,k,7,i,1,2,a,2,a,1,b,a,13,f,a,b,5,9,b
33234,4,17,1,b,a,0,4,14,a,b,2,c,h,1,33,a,12,f,1,0,a,2,a,1,b,a,2,b,a,b,15,15,a
33235,1,17,1,a,b,0,2,12,e,b,16,d,b,1,71,n,16,i,1,3,a,5,a,1,a,b,8,f,a,b,15,3,b
33236,8,1,0,b,a,0,0,8,e,b,13,d,f,0,43,r,13,f,1,0,a,6,a,1,b,a,4,g,b,b,10,3,b
33237,5,12,6,a,a,0,3,18,c,b,17,c,f,1,57,e,10,c,1,6,a,6,a,1,b,a,16,j,a,b,5,15,a
33238,1,19,10,a,a,0,3,14,e,b,4,c,c,1,67,b,20,f,1,0,b,2,b,2,b,a,3,b,a,b,10,9,b
33239,1,18,5,a,b,0,1,7,e,b,18,c,a,1,84,i,10,c,1,2,b,3,a,1,b,b,9,b,a,b,10,12,b
33240,3,5,6,a,a,0,0,5,e,b,20,d,a,0,57,n,10,i,0,1,a,3,a,3,b,a,2,f,a,b,15,6,b
33241,4,0,6,c,a,0,0,8,e,b,17,c,f,1,68,i,3,c,1,0,a,2,a,1,c,a,12,b,a,b,10,3,a
33242,8,22,5,a,a,0,5,14,c,b,1,c,f,1,29,i,14,b,3,4,a,6,a,1,b,a,5,b,a,b,10,18,a
33243,4,0,6,a,a,0,0,8,e,b,3,d,g,1,86,r,5,g,1,1,b,3,b,1,c,a,17,h,a,b,15,3,b
33244,1,18,10,b,a,0,1,9,e,b,7,d,h,0,30,r,17,f,0,0,a,6,a,1,b,a,3,f,a,b,15,18,b
33245,10,2,1,c,b,0,1,15,e,b,0,d,a,0,60,r,8,i,0,2,a,2,a,1,b,b,14,h,a,b,5,9,b
33246,1,10,6,a,a,0,7,7,d,b,5,d,f,1,83,r,9,i,1,7,b,4,a,1,b,a,11,f,a,b,5,15,b
33247,1,17,10,a,a,0,2,18,e,b,8,c,a,1,12,i,16,c,4,0,a,4,a,1,c,a,6,b,a,b,10,3,b
33248,4,17,10,a,a,0,2,2,a,b,12,c,a,1,83,b,15,f,1,0,a,3,b,1,b,a,4,j,a,b,10,3,a
33249,7,5,10,a,a,0,1,0,d,b,20,d,g,2,37,p,14,g,2,0,a,6,a,3,b,a,9,f,f,a,15,6,b
33250,2,13,6,a,b,0,2,2,e,b,21,c,f,1,19,i,16,a,1,2,b,6,a,1,b,b,3,j,a,b,15,18,b
33251,1,1,0,a,a,0,1,4,a,b,17,c,f,1,44,b,6,a,1,1,a,5,a,3,b,a,9,b,a,b,15,12,a
33252,4,10,10,c,b,0,3,10,c,b,0,c,f,1,65,i,13,c,1,2,b,0,a,1,b,b,7,j,a,b,15,15,b
33253,2,0,10,a,a,0,0,7,c,b,0,c,a,1,39,b,11,f,1,1,a,5,a,3,b,a,13,b,a,b,5,18,b
33254,7,17,5,b,a,0,3,18,e,b,7,c,f,2,53,a,7,a,4,0,b,5,a,1,b,a,4,b,a,b,15,6,a
33255,3,11,10,c,b,0,7,1,e,b,1,c,f,1,82,a,8,a,1,0,a,0,b,1,b,b,9,j,a,b,5,3,b
33256,13,9,5,b,a,0,3,10,e,d,14,d,f,0,97,k,9,f,0,0,a,5,a,1,b,a,11,f,a,b,10,18,b
33257,5,19,6,c,b,0,4,9,e,b,15,c,f,1,74,i,14,c,3,0,b,3,a,2,b,b,4,j,a,b,15,15,a
33258,4,4,1,b,a,0,3,2,a,b,6,c,f,0,47,b,9,c,1,0,a,3,b,3,b,a,4,b,a,b,10,3,a
33259,1,0,1,a,a,0,0,16,e,b,20,c,f,1,54,a,5,a,1,0,a,0,a,1,b,a,8,b,a,b,10,18,b
33260,7,12,6,a,b,0,4,3,e,b,6,d,f,1,93,k,9,i,3,1,a,6,a,1,b,b,12,f,a,b,5,0,b
33261,7,17,5,c,b,0,6,15,e,b,16,d,f,1,90,r,5,i,1,0,a,3,a,1,c,b,4,f,a,b,0,9,b
33262,2,19,6,a,a,0,3,11,c,b,22,c,a,2,58,i,16,f,2,1,b,0,a,3,b,a,9,d,a,a,15,15,b
33263,7,16,5,a,a,0,0,15,c,b,16,c,f,0,42,i,5,a,1,5,b,0,a,1,b,a,15,b,a,b,10,18,b
33264,4,16,1,b,a,0,3,11,a,b,8,d,f,1,33,k,11,f,2,0,b,3,a,1,b,a,3,f,a,b,10,9,a
33265,1,18,1,a,a,0,0,2,c,b,10,c,f,1,74,b,11,c,1,10,b,5,a,3,b,a,12,j,a,b,15,9,b
33266,3,7,6,b,b,1,3,11,e,b,0,c,f,3,60,i,14,c,3,0,b,6,a,1,b,b,3,j,a,b,15,15,b
33267,5,9,0,b,a,0,1,2,c,b,16,d,f,1,53,k,8,f,2,0,b,6,a,1,b,a,1,f,a,b,10,15,b
33268,1,20,1,a,b,0,3,11,e,c,9,c,g,1,64,i,18,c,2,3,a,5,a,1,b,b,8,j,a,b,5,9,b
33269,1,9,1,a,a,0,3,1,e,b,22,c,b,0,49,b,13,a,0,0,b,5,b,2,b,a,13,e,a,b,5,0,b
33270,9,20,10,b,a,0,2,14,e,b,1,d,f,1,26,k,13,f,1,0,b,4,a,1,b,a,1,f,a,b,10,15,b
33271,1,18,0,a,a,0,6,9,c,b,20,c,f,1,23,i,13,c,1,0,b,6,a,1,b,a,8,d,a,b,5,18,b
33272,3,21,0,b,a,0,4,10,d,b,8,a,f,1,60,h,23,c,1,0,b,6,a,1,b,a,3,j,a,b,10,12,b
33273,1,7,6,a,b,1,0,18,c,b,0,c,a,3,80,i,13,c,3,1,b,5,b,1,d,b,6,j,c,b,10,9,b
33274,1,16,10,a,a,0,0,18,e,b,19,e,c,1,48,r,10,i,1,1,a,6,a,1,b,a,13,h,a,b,10,18,b
33275,8,17,1,c,a,0,2,5,e,b,4,d,a,1,60,o,8,i,2,1,b,6,a,1,b,a,8,f,a,b,5,3,b
33276,5,13,6,b,a,0,2,7,a,b,0,d,f,1,37,r,10,f,3,0,b,5,b,1,b,a,8,f,a,c,10,9,a
33277,1,22,1,a,a,0,1,12,e,b,16,d,c,1,16,k,15,i,2,1,a,3,b,1,b,a,6,h,a,d,10,18,b
33278,1,16,5,a,a,0,2,7,e,b,11,c,b,1,74,e,16,f,1,11,a,3,b,1,b,a,17,b,a,b,15,9,b
33279,4,5,6,b,a,0,1,1,e,b,23,b,b,1,52,i,21,a,1,0,a,0,a,2,b,a,7,j,f,b,5,12,b
33280,1,10,10,b,a,0,2,18,a,b,8,d,f,1,51,r,7,f,1,0,b,5,a,1,b,a,1,h,a,b,10,0,a
33281,1,4,10,a,a,0,2,11,e,b,11,d,a,1,34,k,16,g,1,1,a,0,a,3,b,a,8,f,a,b,5,0,b
33282,1,19,1,a,a,0,1,11,c,b,15,c,c,1,30,g,13,f,1,9,b,2,a,3,b,a,16,j,c,b,10,6,a
33283,1,4,6,a,a,0,0,13,e,b,20,c,a,2,84,i,14,f,2,10,b,2,a,1,b,a,18,d,a,b,15,18,b
33284,2,17,0,d,a,0,4,1,e,b,21,d,b,0,46,j,11,f,3,0,a,5,a,2,b,a,3,f,g,b,15,12,b
33285,4,0,5,a,a,0,0,16,d,b,8,c,f,1,51,g,6,b,1,1,b,1,a,1,b,a,9,b,a,b,5,0,b
33286,1,0,0,c,a,0,0,2,e,b,17,c,b,1,25,b,7,a,3,0,a,5,a,1,b,a,9,b,a,b,5,15,b
33287,7,18,1,c,b,0,1,8,c,b,24,d,g,1,80,k,11,i,2,0,a,5,a,1,b,b,11,g,a,b,5,18,b
33288,10,9,6,a,b,0,3,5,e,b,17,d,g,1,84,j,10,g,1,7,b,5,a,2,b,b,13,h,a,b,15,12,b
33289,5,17,1,a,b,0,3,0,c,b,21,d,f,1,42,r,12,i,1,1,b,3,b,1,b,a,21,f,a,b,15,6,b
33290,4,2,0,a,a,0,1,10,a,d,17,d,h,0,21,q,15,g,4,2,a,4,b,3,b,a,4,h,a,b,10,18,a
33291,1,14,5,a,a,0,0,5,c,b,17,d,a,1,95,k,8,g,1,10,b,5,b,3,b,a,18,g,a,b,5,18,b
33292,2,19,10,a,a,0,0,2,a,b,0,d,b,1,90,n,11,i,1,7,b,2,a,1,b,a,13,f,a,b,5,18,a
33293,17,17,10,b,a,0,3,18,d,b,5,c,a,1,44,e,16,f,1,0,a,2,b,1,c,a,2,b,a,a,5,3,b
33294,1,17,5,b,a,0,2,11,e,b,2,c,a,1,48,b,23,f,1,0,a,6,a,3,b,a,9,b,a,b,10,0,b
33295,1,17,6,a,a,0,3,0,c,b,20,c,f,1,40,b,15,b,0,0,b,2,a,1,b,a,5,e,a,b,10,18,b
33296,2,16,6,a,a,0,0,7,e,b,1,d,a,2,69,r,12,g,2,8,a,6,a,3,b,a,12,g,a,b,10,18,b
33297,1,13,5,b,a,0,1,13,a,b,16,c,f,1,69,i,10,f,1,0,b,6,a,1,b,a,3,b,a,b,10,6,a
33298,1,5,1,a,a,0,1,3,e,d,18,c,a,1,43,b,7,a,1,4,b,0,a,3,b,a,11,b,a,b,15,12,b
33299,4,9,5,a,a,0,2,13,c,b,0,c,f,0,51,i,10,b,0,7,b,5,a,1,b,a,19,b,a,b,15,15,b
